"Name","Price","Location","Total_Area","Price_per_SQFT","Description","Baths","Balcony","Number of BHK","City"
"Sector 18 Rohini, New Delhi","₹85.0 L","Sector 18 Rohini",732,11610,"Looking for a 2 BHK Apartment for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Rohini. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 85.0 L. Maintenance charges in this property is Rs 500. The built up area of this property is 732 Square feet. There are 4 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Mount Abu International School, Junior DPS play school, and Mount Abu Public School International. ...",2,"Yes",218,"New Delhi"
"Partap Builder Floors","₹29.0 L","Uttam nagar west",500,5800,"2 BHK Apartment for sale in Delhi. This property is in Uttam Nagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 3. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 29.99 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 500 Square feet. It has 2 bathroom and 2 bedrooms. Some of the ve...",2,"Yes",2,"Uttam Nagar"
"Vindhya Sri Apartments,Burari Garhi, Burari,New Delhi","₹38.0 L","Vindhya Sri Apartments,Burari Garhi",1000,3800,"2 BHK Apartment for sale in Burari, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Burari which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Burari. The property is on floor 1 and the total number of floors is 2. This 2 BHK Apartment is available at a reasonable price of Rs 38.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1000 Square feet. This property has provision for 2 bathroom. Regular water supply is a...",3,"Yes",2,"Burari"
"Ganesha Apartments,Uttam nagar west, Uttam Nagar,New Delhi","₹26.0 L","Ganesha Apartments,Uttam nagar west",650,4000,"Looking for a good 2 BHK Apartment in Uttam Nagar, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. This Apartment is available for Rs 26.0 L. This modern unit has a built-up area of 650 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Eye7 Chaudhary Eye Centre, Aakash Healthcare: Super Speciality Hospital -Dwarka, and Mata Chanan Devi Hospital. Established schools, such as Kamal Public Secondary School, future child internation...",2,"No",2,"Uttam Nagar"
"Vijay Vihar","₹52.0 L","Vijay Vihar Phase II",891,5840,"Check out this 3 BHK Independent House for sale in Rohini, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Rohini is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 52.0 L. This property is a modern-day abode, with 891 Square feet built-up area. The unit has 3 bedrooms and 2 bathroom. Educational institutions are closeby with schools such as Remal Public Senior Secondary School, Mo...",3,"No",34,"Sector 4 Rohini"
"Balco Apartment","₹195 L","IP Extension",1500,13000,"Check out this 3 BHK Apartment for sale in Indraprastha Extension, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Indraprastha Extension is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 7. The property's price is Rs 195 L. Residents in this property pay Rs 2400 towards maintenance. This property is a modern-day abode, with 1500 Square feet built-up...",3,"No",3,"Patparganj"
"Indraprastha Apartments","₹125 L","IP Extension",1255,9960,"One of the finest property in Indraprastha Extension is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 3 storeyed building. The price of this Apartment is Rs 119 L. Other charges when you move into this property include maintenance, which is Rs 1800. This Apartment is spacious with a built-up area of 1255 Square feet. It is a East-facing property with a good view. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Purvi Delhi Nagar Nigam Prathmi...",3,"No",3,"Patparganj"
"ambica vihar, Paschim Vihar,New Delhi","₹130 L","ambica vihar",1450,8960,"- Freehold Property
- 3BHK with attached washroom
- Servant washroom on terrace
- Park Facing
 More About This Property Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Paschim Vihar. It is situated on floor 3. The total number of floors in this Apartment is 3. The property price of this unit is Rs 130 L. The built-up area is 1450 Square feet. There are 3 bedrooms and 3 bathroom. This property enjoys a good view and is East-facing. Other amenities include provision...",3,"No",3,"Paschim Vihar"
"Vinayak Apartment","₹33.5 L","Chhattarpur Enclave Phase1",700,4790,"Its a 2bhk builder floor in Chattarpur enclave phase 2 measuring 700sqft approx. It comes with its roof rights. buyer can build an extra floor in future if they need as per their requirement. More About This Property Check out this 2 BHK Apartment for sale in Chhatarpur, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Chhatarpur is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of...",2,"No",2,"Chhattarpur"
"Palam, New Delhi","₹35.0 L","Palam",802,4360,"Check out this 2 BHK Apartment for sale in Palam, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Palam is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 35.0 L. This property is a modern-day abode, with 802 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Educational institutions are closeby with schools...",3,"Yes",2,"New Delhi"
"Sector A Pocket B&c","₹185 L","Vasant Kunj",1250,14800,"Property for sale in Vasant Kunj, Delhi. This 3 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 3. This Apartment's price is Rs 185 L. The built-up area is 1250 Square feet. The property has 3 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Fortis Flt. Lt. Rajan Dhall Hospital, Institute of Liver and Biliary Sciences, and Vikas Hospital. Schools like Dr Anjali Nagpal, New ...",3,"Yes",3,"New Delhi"
"Sarvahit Apartments","₹88.0 L","Sector 17 Dwarka",1100,8000,"A 2BHK DDA flat, located in Pocket-A, Sector-17, Dwarka, New Delhi is available for resale. It is a ready to move in semi-furnished flat located in Sarvahit Apartment. Situated in a prominent locality opposite GGS-IP University, it is a 10-15 year old property, which is in its prime condition. The flat is on the top (third) floor of the building. The terrace can be used for additional construction. The property faces the north direction. With built-in cupboard(s) in rooms, it has 2 toilet(s). It also has more than 2 balcony(s). The flat is a freehold property and has a super built-up area of 1...",3,"Yes",217,"New Delhi"
"Himgiri Apartments","₹175 L","Kalkaji",2200,7950,"Check out this 3 BHK Apartment for sale in Kalkaji, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Kalkaji is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 3. The property's price is Rs 175 L. Residents in this property pay Rs 400 towards maintenance. This property is a modern-day abode, with 2200 Square feet built-up area. The carpet-area is 2000 ...",4,"Yes",3,"New Delhi"
"Pocket 5, Mayur Vihar Phase 1,New Delhi","₹90.0 L","Pocket 5",972,9260,"2 BHK Apartment for sale in Mayur Vihar Phase 1, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Mayur Vihar Phase 1 which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Mayur Vihar Phase 1. The property is on floor 3 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 90.0 L. Residents also need to pay maintenance charges of Rs 500. It is a very spacious property, spread over 972 Square feet. The bu...",3,"No",21,"Mayur Vihar Phase 1"
"West Patel Nagar, Patel Nagar,New Delhi","₹55.0 L","West Patel Nagar",1000,5500,"One of the finest property in Patel Nagar is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 55.0 L. This Independent House is spacious with a built-up area of 1000 Square feet. There are 2 bedrooms and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as The tree House Playgroup Nursery & Daycare, Anand nursing home, and Kiddie Farms. It is also close to good and reputed hospitals like BLK Super Speciality Hospital, BLK Hospital, and Sir Ganga Ram Ho...",3,"Yes",2,"Patel Nagar"
"upperground ,Mohan Garden, Dwarka Mor,New Delhi","₹35.0 L","upperground ,Mohan Garden",803,4360,"700 to 800 meters from dwarka mor metro station schools hospitals malls near by More About This Property One of the finest property in Nawada is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 35.0 L. This Apartment is spacious with a built-up area of 803 Square feet. The carpet area is 803 Square feet. There are 3 bedrooms and 2 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include...",3,"No",3,"Dwarka Mor"
